dim,cohens_d,abs_d,stream
66,-1.1653234958648682,1.1653234958648682,acc_std
67,0.500255286693573,0.500255286693573,acc_std
68,-1.2619364261627197,1.2619364261627197,acc_std
69,-1.2708830833435059,1.2708830833435059,acc_std
70,0.18572214245796204,0.18572214245796204,acc_std
71,-0.07270178198814392,0.07270178198814392,acc_std
72,0.01840309239923954,0.01840309239923954,acc_std
73,0.3903610110282898,0.3903610110282898,acc_std
74,0.41409236192703247,0.41409236192703247,acc_std
75,-0.9707427024841309,0.9707427024841309,acc_std
76,-0.41107237339019775,0.41107237339019775,acc_std
77,0.05886562168598175,0.05886562168598175,acc_std
78,0.28447863459587097,0.28447863459587097,acc_std
79,0.4430943727493286,0.4430943727493286,acc_std
80,-0.3034370541572571,0.3034370541572571,acc_std
81,0.4619234800338745,0.4619234800338745,acc_std
82,-1.1742233037948608,1.1742233037948608,acc_std
83,0.42233893275260925,0.42233893275260925,acc_std
84,-0.3480086028575897,0.3480086028575897,acc_std
85,-0.01223370898514986,0.01223370898514986,acc_std
86,0.39938414096832275,0.39938414096832275,acc_std
87,-0.7171564698219299,0.7171564698219299,acc_std
88,-0.1178862452507019,0.1178862452507019,acc_std
89,0.6373655200004578,0.6373655200004578,acc_std
90,-0.8549919128417969,0.8549919128417969,acc_std
91,-0.5450422167778015,0.5450422167778015,acc_std
92,-0.6715902090072632,0.6715902090072632,acc_std
93,0.3961835205554962,0.3961835205554962,acc_std
94,-1.0627403259277344,1.0627403259277344,acc_std
95,0.4392246603965759,0.4392246603965759,acc_std
96,-0.0728907510638237,0.0728907510638237,acc_std
97,0.7503491640090942,0.7503491640090942,acc_std
98,-0.5285585522651672,0.5285585522651672,acc_std
99,0.6991691589355469,0.6991691589355469,acc_std
100,-0.1403985321521759,0.1403985321521759,acc_std
101,0.10986435413360596,0.10986435413360596,acc_std
102,0.7981868982315063,0.7981868982315063,acc_std
103,-0.6480041742324829,0.6480041742324829,acc_std
104,0.3643025755882263,0.3643025755882263,acc_std
105,-1.033624529838562,1.033624529838562,acc_std
106,-0.14416499435901642,0.14416499435901642,acc_std
107,-1.0542221069335938,1.0542221069335938,acc_std
108,0.1827193796634674,0.1827193796634674,acc_std
109,-0.7936791777610779,0.7936791777610779,acc_std
110,-0.25445833802223206,0.25445833802223206,acc_std
111,0.5492849946022034,0.5492849946022034,acc_std
112,0.23768171668052673,0.23768171668052673,acc_std
113,0.3102604150772095,0.3102604150772095,acc_std
114,0.4438636600971222,0.4438636600971222,acc_std
115,0.06524702161550522,0.06524702161550522,acc_std
116,-1.10001802444458,1.10001802444458,acc_std
117,-0.028571996837854385,0.028571996837854385,acc_std
118,0.3084697723388672,0.3084697723388672,acc_std
119,-0.6705198884010315,0.6705198884010315,acc_std
120,0.8399465084075928,0.8399465084075928,acc_std
121,-0.24887651205062866,0.24887651205062866,acc_std
122,-0.061685673892498016,0.061685673892498016,acc_std
123,-0.694307267665863,0.694307267665863,acc_std
124,-0.013553140684962273,0.013553140684962273,acc_std
125,-0.4379022717475891,0.4379022717475891,acc_std
