dim,icc,SEM,MDC,stream
188,-0.0041731265,0.004090385,0.01133796889406885,gravity
189,-0.020622099,0.0040768,0.01130031263421611,gravity
190,-0.03692015,0.004061544,0.011258025173281873,gravity
191,-0.053087603,0.004044647,0.011211189119089218,gravity
192,-0.06912807,0.0040262155,0.011160100052755107,gravity
193,-0.08502169,0.0040064445,0.011105297506624043,gravity
194,-0.10071859,0.003985615,0.011047561092026356,gravity
195,-0.11613365,0.0039641033,0.010987933732728447,gravity
196,-0.13114177,0.003942381,0.010927722955680027,gravity
197,-0.14557716,0.0039210147,0.01086849830951964,gravity
198,-0.15925261,0.0038995813,0.010809087795757321,gravity
199,-0.1719123,0.003878866,0.010751668259605985,gravity
200,-0.1832522,0.0038607798,0.01070153563697349,gravity
201,-0.19297245,0.0038461564,0.010661001656158875,gravity
202,-0.2007706,0.0038358278,0.010632372237098626,gravity
203,-0.20635857,0.0038305689,0.010617795183192858,gravity
204,-0.20948131,0.0038310606,0.010619158212273699,gravity
205,-0.20993535,0.0038378234,0.010637903734376989,gravity
206,-0.20758463,0.0038511883,0.010674949470787268,gravity
207,-0.20237367,0.003871254,0.010730568414544877,gravity
208,-0.19428892,0.0038969489,0.010801791201634213,gravity
209,-0.18343017,0.0039279046,0.010887596205618261,gravity
210,-0.17004395,0.00396443,0.010988839837287871,gravity
211,-0.15441324,0.004005727,0.011103308465133913,gravity
212,-0.1368807,0.004050874,0.011228450281871513,gravity
213,-0.11783035,0.004098888,0.01136153793859175,gravity
214,-0.09767095,0.004148776,0.011499820852935461,gravity
215,-0.076819494,0.0041995863,0.011640659446805753,gravity
216,-0.055686153,0.004250445,0.011781632278388552,gravity
217,-0.03466362,0.0043005836,0.011920609614745042,gravity
218,-0.01405569,0.004348346,0.01205300026795803,gravity
219,0.0057938043,0.004393165,0.012177232107894499,gravity
220,0.024519728,0.004435644,0.012294977942971847,gravity
221,0.041858666,0.0044755014,0.012405456871112506,gravity
222,0.057585105,0.004512558,0.012508173245377988,gravity
223,0.07150895,0.0045467103,0.012602837938387512,gravity
224,0.083473235,0.0045779133,0.012689328329153687,gravity
225,0.09335238,0.0046061515,0.012767600532270504,gravity
226,0.101048745,0.004631429,0.012837666164463083,gravity
227,0.10649175,0.00465374,0.012899509736764595,gravity
228,0.10966964,0.0046719587,0.012950008931612016,gravity
229,0.11055556,0.0046860105,0.012988958520194873,gravity
230,0.109115526,0.0046969056,0.013019158133267286,gravity
231,0.10537338,0.0047045085,0.01304023216338368,gravity
232,0.099374264,0.0047086417,0.013051688835847274,gravity
233,0.09118466,0.0047090934,0.013052940860665852,gravity
234,0.0808926,0.0047056307,0.013043342864221586,gravity
235,0.068608046,0.00469801,0.013022219785710238,gravity
236,0.05446439,0.004685996,0.012988918507030567,gravity
237,0.038618527,0.0046693855,0.012942876262387834,gravity
238,0.021298802,0.0046469197,0.012880604162004088,gravity
239,0.0027228121,0.004618539,0.012801936990233163,gravity
240,-0.016919265,0.0045853877,0.012710046113033044,gravity
241,-0.037369978,0.004547604,0.012605314882332717,gravity
242,-0.05834911,0.004505467,0.01248851774647357,gravity
243,-0.07955459,0.0044593876,0.012360791853770207,gravity
244,-0.100666545,0.0044099293,0.012223700299124996,gravity
245,-0.121350475,0.0043577976,0.01207919856459994,gravity
246,-0.14126332,0.00430383,0.011929608704471968,gravity
247,-0.16006209,0.0042489804,0.011777572878332445,gravity
248,-0.17735095,0.004193283,0.011623187892224048,gravity
249,-0.19281873,0.0041378443,0.011469519270831433,gravity
250,-0.20624416,0.0040847505,0.011322350852517532,gravity
